series,x,mean,ci_low,ci_high,seed_20260901,seed_20260902,seed_20260903,seed_20260904,seed_20260905,seed_20260906,seed_20260907,seed_20260908
effective_response_magnitude,0.15625,1.38372708,1.37668671,1.39076745,1.38355456,1.38407732,1.37925599,1.39547526,1.38471639,1.39536081,1.37412458,1.37325172
effective_response_magnitude,0.1640625,1.37842001,1.37124706,1.38559296,1.37806941,1.37798577,1.37593569,1.3910306,1.38197668,1.38779091,1.36811352,1.3664575
effective_response_magnitude,0.171875,1.36046772,1.3530961,1.36783935,1.3598486,1.35847807,1.36105244,1.37279582,1.36641719,1.36830075,1.34903302,1.3478159
effective_response_magnitude,0.1796875,1.33038143,1.32268515,1.33807771,1.32932654,1.32617692,1.33489896,1.34137669,1.33844177,1.33734954,1.31761959,1.31786142
effective_response_magnitude,0.1875,1.29001307,1.28179082,1.29823533,1.28829698,1.28313836,1.29897719,1.29879971,1.29974194,1.29669547,1.27598799,1.27846692
effective_response_magnitude,0.1953125,1.24240345,1.23347084,1.25133605,1.23975797,1.23271044,1.25585265,1.24837582,1.25316817,1.24926516,1.22746143,1.23263592
effective_response_magnitude,0.203125,1.19161343,1.18194168,1.20128517,1.18774529,1.17936552,1.2090108,1.19453305,1.20258283,1.19900131,1.17637543,1.18429322
effective_response_magnitude,0.2109375,1.14246106,1.13226998,1.15265214,1.13707314,1.12841452,1.16265244,1.14254133,1.15263206,1.15061804,1.12775507,1.13800186
effective_response_magnitude,0.21875,1.10003775,1.08978031,1.11029519,1.09287877,1.08542407,1.12135337,1.09797913,1.10833054,1.10910863,1.08673696,1.09849055
effective_response_magnitude,0.2265625,1.0688662,1.05908405,1.07864836,1.05986133,1.0551553,1.08947074,1.06575823,1.07432338,1.07880388,1.0576638,1.06989296
effective_response_magnitude,0.234375,1.05176156,1.04287497,1.06064815,1.04117025,1.04024569,1.07019705,1.04878551,1.05381541,1.06213229,1.04300153,1.05474476
effective_response_magnitude,0.2421875,1.04889073,1.04106639,1.05671508,1.03723732,1.04040194,1.06446264,1.04696841,1.04755151,1.05887077,1.04255373,1.05307956
effective_response_magnitude,0.25,1.05769833,1.05085787,1.0645388,1.04548962,1.05261594,1.07038663,1.05738134,1.05345626,1.06641468,1.0535285,1.06231368
effective_response_magnitude,0.2578125,1.07384403,1.06772631,1.07996176,1.06145459,1.07221315,1.08392808,1.07541268,1.06732531,1.08074183,1.07148562,1.07819101
effective_response_magnitude,0.265625,1.09251602,1.0867622,1.09826983,1.08026947,1.09413338,1.10033052,1.09604601,1.08429051,1.09745302,1.09155472,1.09605048
effective_response_magnitude,0.2734375,1.10939042,1.10368936,1.11509148,1.09760751,1.11386714,1.11528575,1.11475792,1.10001543,1.11251322,1.1093554,1.11172096
effective_response_magnitude,0.28125,1.12108196,1.1152857,1.12687822,1.11003254,1.12790587,1.12544909,1.12796983,1.11118905,1.12266489,1.12148265,1.12196174
effective_response_magnitude,0.2890625,1.1252754,1.11940343,1.13114737,1.115113,1.13386186,1.12856241,1.13319494,1.11557572,1.12561018,1.12567705,1.12460806
effective_response_magnitude,0.296875,1.12071516,1.11489108,1.12653924,1.1114565,1.13044147,1.12343326,1.12903615,1.11189984,1.12005728,1.12082902,1.11856772
effective_response_magnitude,0.3046875,1.10715394,1.10153744,1.11277044,1.09870915,1.11739121,1.10987205,1.11514168,1.09974151,1.10570194,1.1069134,1.10376061
effective_response_magnitude,0.3125,1.08530513,1.08004003,1.09057023,1.07753813,1.09545721,1.08861359,1.0921729,1.07952942,1.08318603,1.08489497,1.08104881
effective_response_magnitude,0.3203125,1.05679753,1.05196216,1.06163289,1.04959499,1.06633928,1.06122975,1.06178911,1.05259608,1.05405034,1.05661455,1.05216611
